,borough,number_of_cyclist_injured,number_of_cyclist_killed,vehicle_type_code1,vehicle_type_code2,latitude,longitude
14838,QUEENS,1,0,LIVERY VEHICLE,BICYCLE,40.7446585,-73.9485231
14839,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7524046,-73.9244179
14840,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7406236,-73.9547078
14841,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7511713,-73.9151941
14842,QUEENS,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7489156,-73.9373965
14843,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7489156,-73.9373965
14844,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7476651,-73.9450561
14845,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7578101,-73.945831
14846,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7349936,-73.9362838
14847,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7540126,-73.9197202
14848,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7519729,-73.9319581
14849,QUEENS,1,0,UNKNOWN,BICYCLE,40.7497328,-73.9360965
14850,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.736342,-73.9326561
14851,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7476651,-73.9450561
14852,QUEENS,1,0,PICK-UP TRUCK,BICYCLE,40.757492,-73.93911
14853,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7497328,-73.9360965
14854,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7533378,-73.9202769
14855,QUEENS,1,0,UNKNOWN,BICYCLE,40.7447332,-73.9335895
14856,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7440826,-73.9496784
14857,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7460347,-73.9344002
14858,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7452378,-73.9376959
14859,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7475696,-73.9524799
14860,QUEENS,1,0,UNKNOWN,BICYCLE,40.7538923,-73.9165044
14861,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7535951,-73.9233734
14862,QUEENS,1,0,VAN,BICYCLE,40.756302,-73.9200604
14863,QUEENS,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.7409163,-73.9522573
14864,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.747061,-73.9293358
14865,QUEENS,1,0,LIVERY VEHICLE,BICYCLE,40.7414557,-73.938017
14866,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7343138,-73.9380165
14867,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7458182,-73.9456495
14868,QUEENS,1,0,TK,BICYCLE,40.734314,-73.93803
14869,QUEENS,1,0,LIVERY VEHICLE,BICYCLE,40.745973,-73.9276263
14870,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7446585,-73.9485231
14871,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7460347,-73.9344002
14872,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7578101,-73.945831
14873,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7527275,-73.9229666
14874,QUEENS,1,0,VAN,BICYCLE,40.7519917,-73.9312651
14875,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,,
14876,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7498449,-73.9522401
14877,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7394255,-73.9346341
14878,QUEENS,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7461402,-73.9417407
14879,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7464973,-73.9322669
14880,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,,
14881,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7515446,-73.8708432
14882,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7492637,-73.8684584
14883,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7471956,-73.8603205
14884,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7497199,-73.8641843
14885,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7558,-73.86535
14886,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7498982,-73.8688253
14887,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.75319,-73.85667
14888,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.751785,-73.86792
14889,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7498691,-73.8627259
14890,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7558009,-73.8653449
14891,QUEENS,1,0,UNKNOWN,BICYCLE,40.7553365,-73.8432452
14892,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7571827,-73.8550477
14893,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7507179,-73.8587648
14894,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7498691,-73.8627259
14895,QUEENS,1,0,PICK-UP TRUCK,BICYCLE,40.748691,-73.8577153
14896,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.749374,-73.86752
14897,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7471574,-73.8628578
14898,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7553365,-73.8432452
14899,QUEENS,1,0,UNKNOWN,BICYCLE,40.7418302,-73.8541717
14900,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7463582,-73.8624444
14901,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.74508,-73.86438
14902,QUEENS,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.7559989,-73.863399
14903,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7540732,-73.8575269
14904,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7515281,-73.8591782
14905,QUEENS,1,0,FIRE TRUCK,BICYCLE,40.7534904,-73.863581
14906,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.752541,-73.8526035
14907,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7500203,-73.8584018
14908,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7473985,-73.853546
14909,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7532637,-73.8644477
14910,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7547767,-73.8537499
14911,QUEENS,1,0,UNKNOWN,BICYCLE,40.7553013,-73.8700816
14912,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7507179,-73.8587648
14913,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7472683,-73.8569821
14914,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7557058,-73.8662367
14915,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7553365,-73.8432452
14916,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7433326,-73.8549515
14917,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.752541,-73.8526035
14918,QUEENS,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.7469059,-73.8637028
14919,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7562867,-73.8607202
14920,QUEENS,1,0,TAXI,BICYCLE,40.7534904,-73.863581
14921,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7515762,-73.8558359
14922,QUEENS,1,0,PICK-UP TRUCK,BICYCLE,40.743785,-73.8659069
14923,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7555049,-73.8681501
14924,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7499018,-73.862484
14925,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7449346,-73.8679112
14926,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7507179,-73.8587648
14927,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7407243,-73.8501144
14928,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.757336,-73.8684822
14929,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7519616,-73.8545538
14930,QUEENS,1,0,BUS,BICYCLE,40.7553365,-73.8432452
14931,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7562867,-73.8607202
14932,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7494646,-73.866556
14933,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7561294,-73.8622943
14934,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.75081,-73.8704
14935,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7428002,-73.8663636
14936,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.752541,-73.8526035
14937,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7493752,-73.8675126
14938,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.74403,-73.85869
14939,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7450815,-73.8643706
14940,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7570373,-73.8713235
14941,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7474974,-73.8536071
14942,QUEENS,1,0,VAN,BICYCLE,40.7431493,-73.8645224
14943,QUEENS,1,0,LIVERY VEHICLE,BICYCLE,40.7471956,-73.8603205
14944,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7398242,-73.8545261
14945,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7549579,-73.8538326
14946,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7471956,-73.8603205
14947,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7556135,-73.867132
14948,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.750671,-73.863096
14949,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7435669,-73.8557522
14950,QUEENS,1,0,TAXI,BICYCLE,40.75254,-73.85261
14951,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7531129,-73.8599941
14952,QUEENS,1,0,UNKNOWN,BICYCLE,40.7493752,-73.8675126
14953,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7498691,-73.8627259
14954,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7496137,-73.8696848
14955,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7440725,-73.8676855
14956,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7551139,-73.8718866
14957,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.75561,-73.86714
14958,QUEENS,1,0,UNKNOWN,BICYCLE,40.7530029,-73.8716308
14959,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7553365,-73.8432452
14960,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7507179,-73.8587648
14961,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7553013,-73.8700816
14962,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7440725,-73.8676855
14963,QUEENS,1,0,OTHER,BICYCLE,40.7523219,-73.8595843
14964,QUEENS,1,0,PICK-UP TRUCK,BICYCLE,,
14965,QUEENS,1,0,VAN,BICYCLE,40.7559989,-73.863399
14966,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7493529,-73.8580603
14967,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7571827,-73.8550477
14968,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7561889,-73.8616119
14969,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.751009,-73.8705086
14970,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,,
14971,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7478808,-73.8573019
14972,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7558009,-73.8653449
14973,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7400525,-73.8662104
14974,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7478689,-73.865628
14975,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7553365,-73.8432452
14976,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7472124,-73.8652504
14977,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.752541,-73.8526035
14978,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7495629,-73.8547936
14979,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7540732,-73.8575269
14980,QUEENS,0,1,PASSENGER VEHICLE,BICYCLE,40.7553365,-73.8432452
14981,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7480676,-73.8573954
14982,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7553365,-73.8432452
14983,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7553365,-73.8432452
14984,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7371625,-73.8640475
14985,QUEENS,1,0,TAXI,BICYCLE,40.757725,-73.86372
14986,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7471574,-73.8628578
14987,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7442787,-73.8655992
14988,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,,
14989,QUEENS,1,0,UNKNOWN,BICYCLE,40.752541,-73.8526035
14990,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7576939,-73.8646192
14991,QUEENS,1,0,UNKNOWN,BICYCLE,40.742096,-73.8674729
14992,QUEENS,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7385625,-73.8552289
14993,QUEENS,1,0,UNKNOWN,BICYCLE,40.7492637,-73.8684584
14994,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7492637,-73.8684584
14995,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7553365,-73.8432452
14996,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.752541,-73.8526035
14997,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7472683,-73.8569821
14998,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7519616,-73.8545538
14999,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7472124,-73.8652504
15000,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7449346,-73.8679112
15001,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.742096,-73.8674729
15002,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7463129,-73.8682657
15003,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7562867,-73.8607202
15004,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7469059,-73.8637028
15005,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7570714,-73.8560406
15006,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7553365,-73.8432452
15007,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7511814,-73.8519171
15008,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7493752,-73.8675126
15009,QUEENS,1,0,OTHER,BICYCLE,40.7456018,-73.8680867
15010,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7507179,-73.8587648
15011,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7578241,-73.8609985
15012,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7532637,-73.8644477
15013,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.73704,-73.85939
15014,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7532637,-73.8644477
15015,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7553365,-73.8432452
15016,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.748739,-73.8543695
15017,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7400029,-73.8569255
15018,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.752686,-73.863144
15019,QUEENS,1,0,VAN,BICYCLE,40.7471574,-73.8628578
15020,QUEENS,1,0,UNKNOWN,BICYCLE,40.7413371,-73.8593224
15021,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7515762,-73.8558359
15022,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7489395,-73.8544701
15023,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7482156,-73.8688286
15024,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.752541,-73.8526035
15025,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,,
15026,QUEENS,1,0,UNKNOWN,BICYCLE,40.7398242,-73.8545261
15027,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7552035,-73.8709949
15028,QUEENS,1,0,UNKNOWN,BICYCLE,40.7507179,-73.8587648
15029,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7494646,-73.866556
15030,QUEENS,1,0,VAN,BICYCLE,40.7471956,-73.8603205
15031,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.742096,-73.8674729
15032,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.739637,-73.8607297
15033,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7426844,-73.8546209
15034,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7515762,-73.8558359
15035,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7554383,-73.8605559
15036,QUEENS,2,0,VAN,BICYCLE,40.7476298,-73.8631022
15037,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.748072,-73.8633251
15038,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.749302,-73.86749
15039,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7591121,-73.8423772
15040,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7463881,-73.8599
15041,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7532637,-73.8644477
15042,QUEENS,2,0,SPORT UTILITY / STATION WAGON,BICYCLE,,
15043,QUEENS,2,0,PASSENGER VEHICLE,BICYCLE,40.7507179,-73.8587648
15044,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7463129,-73.8682657
15045,QUEENS,1,0,TAXI,BICYCLE,40.7433326,-73.8549515
15046,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7463582,-73.8624444
15047,QUEENS,1,0,LIVERY VEHICLE,BICYCLE,40.743785,-73.8659069
15048,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7489395,-73.8544701
15049,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7497199,-73.8641843
15050,QUEENS,1,0,VAN,BICYCLE,40.7515762,-73.8558359
15051,QUEENS,2,0,PASSENGER VEHICLE,BICYCLE,40.7493752,-73.8675126
15052,QUEENS,1,0,BUS,BICYCLE,40.742096,-73.8674729
15053,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7415899,-73.8618552
15054,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,,
15055,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7428002,-73.8663636
15056,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7549579,-73.8538326
15057,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.742096,-73.8674729
15058,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.752541,-73.8526035
15059,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7523219,-73.8595843
15060,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7463582,-73.8624444
15061,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7428447,-73.8512103
15062,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7461818,-73.8529243
15063,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.752174,-73.85616
15064,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.752541,-73.8526035
15065,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7571827,-73.8550477
15066,QUEENS,1,0,OTHER,BICYCLE,40.7426844,-73.8546209
15067,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,,
15068,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.755505,-73.86816
15069,QUEENS,2,0,PASSENGER VEHICLE,BICYCLE,,
15070,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7572274,-73.8695039
15071,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7449625,-73.8612419
15072,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7576292,-73.8656733
15073,QUEENS,1,0,MOTORCYCLE,BICYCLE,40.7507179,-73.8587648
15074,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.74357,-73.862755
15075,QUEENS,2,0,SPORT UTILITY / STATION WAGON,BICYCLE,,
15076,QUEENS,1,0,MOTORCYCLE,BICYCLE,40.7461818,-73.8529243
15077,QUEENS,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.747819,-73.8606368
15078,QUEENS,1,0,PICK-UP TRUCK,BICYCLE,40.7530331,-73.8716235
15079,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.752541,-73.8526035
15080,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.749866,-73.86273
15081,QUEENS,2,0,PASSENGER VEHICLE,BICYCLE,40.746357,-73.86245
15082,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7553365,-73.8432452
15083,QUEENS,1,0,UNKNOWN,BICYCLE,40.7481594,-73.8540532
15084,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7435699,-73.8627497
15085,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7411051,-73.8538124
15086,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.75196,-73.85456
15087,QUEENS,1,0,UNKNOWN,BICYCLE,40.7463582,-73.8624444
15088,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7398242,-73.8545261
15089,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7553365,-73.8432452
15090,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7557058,-73.8662367
15091,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7557058,-73.8662367
15092,QUEENS,1,0,LIVERY VEHICLE,BICYCLE,40.7515446,-73.8708432
15093,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.74612,-73.86824
15094,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7531129,-73.8599941
15095,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.748739,-73.8543695
15096,QUEENS,1,0,OTHER,BICYCLE,40.7562867,-73.8607202
15097,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7495629,-73.8547936
15098,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,,
15099,QUEENS,1,0,VAN,BICYCLE,40.7578241,-73.8609985
15100,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7507179,-73.8587648
15101,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.752541,-73.8526035
15102,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7507179,-73.8587648
15103,QUEENS,1,0,TAXI,BICYCLE,40.7547026,-73.8453979
15104,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,,
15105,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7515762,-73.8558359
15106,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7456018,-73.8680867
15107,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7492637,-73.8684584
15108,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7496185,-73.8666495
15109,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7553365,-73.8432452
15110,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7507179,-73.8587648
15111,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7494646,-73.866556
15112,QUEENS,1,0,TAXI,BICYCLE,40.75436,-73.86691
15113,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.739637,-73.8607297
15114,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.743034,-73.85946
15115,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7515446,-73.8708432
15116,QUEENS,2,0,BUS,BICYCLE,40.7522381,-73.8629195
15117,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7497199,-73.8641843
15118,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7568696,-73.8570553
15119,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.747819,-73.8606368
15120,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.751186,-73.86237
15121,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7428002,-73.8663636
15122,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7501467,-73.8607258
15123,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7495629,-73.8547936
15124,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7459308,-73.856292
15125,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.748691,-73.8577153
15126,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.75081,-73.8704
15127,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7428447,-73.8512103
15128,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7571324,-73.8704137
15129,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7495629,-73.8547936
15130,QUEENS,1,0,UNKNOWN,BICYCLE,40.7363852,-73.8590406
15131,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7439341,-73.8574836
15132,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7456018,-73.8680867
15133,QUEENS,1,0,VAN,BICYCLE,40.750671,-73.863096
15134,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7577258,-73.8637167
15135,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.744247,-73.861275
15136,QUEENS,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.7406889,-73.8635242
15137,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7544087,-73.8558009
15138,QUEENS,1,0,UNKNOWN,BICYCLE,40.7430362,-73.8594487
15139,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7449346,-73.8679112
15140,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7520857,-73.8594765
15141,QUEENS,1,0,UNKNOWN,BICYCLE,40.7557058,-73.8662367
15142,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7501575,-73.8606319
